Time (s),Stack (T),Pad (T),Electrolyte (T),Stack (V) /STM32,Cath in P,Cath out P,Stack (V),Time (m),Stack (V)
1669992026,38,39,38,1546,381,386,1.12,67.2,1.12
1669992030,38,39,38,1623,1001,1021,1.121,67.26666667,1.121
1669992034,38,39,38,1959,0,0,1.114,67.33333333,1.114
1669992038,38,39,38,1949,1575,1577,1.107,67.4,1.107
1669992042,38,39,38,2230,0,0,1.097,67.46666667,1.097
1669992046,38,39,38,1804,502,496,1.086,67.53333333,1.086
1669992050,38,39,38,1610,852,884,1.069,67.6,1.069
1669992054,38,39,38,1004,0,0,1.039,67.66666667,1.039
1669992058,38,39,38,1783,1592,1611,1.018,67.73333333,1.018
1669992062,38,39,38,1918,816,891,0.999,67.8,0.999
1669992066,38,39,38,2063,394,394,1.691,67.86666667,1.691
1669992070,38,39,38,1617,875,864,1.846,67.93333333,1.846
1669992074,38,39,38,1944,1225,1233,1.863,68,1.863
1669992078,38,39,38,979,0,0,1.878,68.06666667,1.878
1669992082,38,39,38,1892,527,540,1.891,68.13333333,1.891
1669992086,38,39,38,1614,850,864,1.902,68.2,1.902
1669992090,38,39,38,1069,1,0,1.912,68.26666667,1.912
1669992094,38,39,38,1948,1649,1672,1.919,68.33333333,1.919
1669992098,38,39,38,1601,642,664,1.925,68.4,1.925
1669992102,38,39,38,1946,1536,1523,1.929,68.46666667,1.929
1669992106,38,39,38,1639,1196,1233,1.932,68.53333333,1.932
1669992110,38,39,38,1932,954,956,1.935,68.6,1.935
1669992114,38,39,38,1882,0,3,1.936,68.66666667,1.936
1669992118,38,39,38,966,73,172,1.939,68.73333333,1.939
1669992122,38,39,38,1837,1682,1681,1.941,68.8,1.941
1669992126,38,39,38,1602,679,698,1.942,68.86666667,1.942
1669992130,38,39,38,1942,1121,1101,1.942,68.93333333,1.942
1669992134,38,39,38,1948,1689,1759,1.943,69,1.943
1669992138,38,39,38,1069,147,146,1.945,69.06666667,1.945
1669992142,38,39,38,1912,746,735,1.945,69.13333333,1.945
1669992146,38,39,38,1603,716,693,1.946,69.2,1.946
1669992150,38,39,39,1923,1005,1040,1.948,69.26666667,1.948
1669992154,38,39,38,1938,993,1029,1.948,69.33333333,1.948
1669992158,38,39,38,1606,746,764,1.949,69.4,1.949
1669992162,38,39,38,1598,574,628,1.951,69.46666667,1.951
1669992166,38,39,38,1895,645,610,1.952,69.53333333,1.952
1669992170,38,39,38,1901,695,710,1.952,69.6,1.952
1669992174,38,39,39,1672,1613,1623,1.953,69.66666667,1.953
1669992178,38,39,38,1629,1056,1066,1.955,69.73333333,1.955
1669992182,38,39,38,1896,636,647,1.955,69.8,1.955
1669992186,38,39,38,1631,1211,1239,1.956,69.86666667,1.956
1669992190,38,39,39,1598,593,574,1.958,69.93333333,1.958
1669992194,38,39,39,1917,839,852,1.959,70,1.959
1669992198,38,39,39,1930,1063,1083,1.96,70.06666667,1.96
1669992202,38,39,39,1631,1083,1138,1.96,70.13333333,1.96
1669992206,38,39,39,1618,948,958,1.962,70.2,1.962
1669992210,38,39,39,1901,813,832,1.963,70.26666667,1.963
1669992214,38,39,39,1938,1003,1056,1.965,70.33333333,1.965
1669992218,38,39,39,1856,121,91,1.965,70.4,1.965
1669992222,38,39,39,1946,1764,1785,1.966,70.46666667,1.966
1669992226,38,39,39,1653,1429,1436,1.968,70.53333333,1.968
1669992230,38,39,39,1923,879,900,1.969,70.6,1.969
1669992234,38,39,39,1948,1894,1877,1.97,70.66666667,1.97
1669992238,38,39,39,1546,427,394,1.972,70.73333333,1.972
1669992242,38,39,39,1946,1423,1456,1.973,70.8,1.973
1669992246,38,39,39,1133,321,315,1.975,70.86666667,1.975
1669992250,38,39,39,1938,1041,1077,1.976,70.93333333,1.976
1669992254,38,39,39,2063,30,26,1.979,71,1.979
1669992258,38,39,39,1946,1700,1657,1.98,71.06666667,1.98
1669992262,38,39,39,1948,1716,1746,1.982,71.13333333,1.982
1669992266,38,39,39,979,132,86,1.983,71.2,1.983
1669992270,38,39,39,1417,456,453,1.985,71.26666667,1.985
1669992274,39,39,39,1655,1452,1465,1.987,71.33333333,1.987
1669992278,38,39,39,1596,577,570,1.989,71.4,1.989
1669992282,38,39,39,1942,1207,1212,1.99,71.46666667,1.99
1669992286,38,39,39,1946,1692,1730,1.992,71.53333333,1.992
1669992290,38,39,39,979,90,85,1.993,71.6,1.993
1669992294,38,39,39,1837,1880,1822,1.996,71.66666667,1.996
1669992298,38,39,39,1606,755,776,1.997,71.73333333,1.997
1669992302,38,39,39,1939,1075,1092,1.999,71.8,1.999
1669992306,38,39,39,1946,1792,1810,2,71.86666667,2
1669992310,38,39,39,979,29,27,2.003,71.93333333,2.003
1669992314,38,39,39,1778,498,502,2.004,72,2.004
1669992318,38,39,39,1617,1010,1000,2.006,72.06666667,2.006
1669992322,38,39,39,1938,1047,1052,2.009,72.13333333,2.009
1669992330,38,39,39,1855,579,564,2.013,72.26666667,2.013
1669992334,38,39,39,1946,1565,1571,2.014,72.33333333,2.014
1669992338,38,39,39,1494,359,361,2.017,72.4,2.017
1669992342,38,39,39,1945,1507,1569,2.019,72.46666667,2.019
1669992346,38,39,39,953,121,112,2.021,72.53333333,2.021
1669992350,38,39,39,1909,774,788,2.024,72.6,2.024
1669992354,38,39,39,1611,850,873,2.027,72.66666667,2.027
1669992358,38,39,39,1546,378,373,2.028,72.73333333,2.028
1669992362,38,39,39,1934,1108,1017,2.031,72.8,2.031
1669992366,38,39,39,1520,319,318,2.034,72.86666667,2.034
1669992370,39,39,39,979,25,24,2.037,72.93333333,2.037
1669992374,38,39,39,1757,1603,1573,2.04,73,2.04
1669992378,38,39,39,1921,83,61,2.043,73.06666667,2.043
1669992382,38,39,39,1901,1746,1771,2.045,73.13333333,2.045
1669992386,38,39,39,1779,201,212,2.05,73.2,2.05
1669992390,38,39,39,1948,1751,1768,2.053,73.26666667,2.053
1669992394,38,39,39,1614,826,888,2.055,73.33333333,2.055
1669992398,38,39,39,1940,1100,1133,2.06,73.4,2.06
1669992402,38,39,39,2088,2,0,2.064,73.46666667,2.064
1669992406,38,39,39,1108,219,224,2.067,73.53333333,2.067
1669992410,38,39,39,1714,1562,1599,2.071,73.6,2.071
1669992414,38,39,39,1607,798,821,2.077,73.66666667,2.077
1669992418,39,39,39,1917,855,837,2.081,73.73333333,2.081
1669992422,38,39,39,1942,1141,1148,2.087,73.8,2.087
1669992426,38,39,39,1818,116,131,2.091,73.86666667,2.091
1669992430,38,39,39,1943,1224,1222,2.097,73.93333333,2.097
1669992434,38,39,39,1946,1636,1665,2.102,74,2.102
1669992438,38,39,39,1882,50,53,2.109,74.06666667,2.109
1669992442,38,39,39,1856,124,116,2.116,74.13333333,2.116
1669992446,38,39,39,1918,852,882,2.123,74.2,2.123
1669992450,38,39,39,1928,1065,1073,2.133,74.26666667,2.133
1669992454,38,39,39,1606,778,809,2.143,74.33333333,2.143
1669992458,38,39,39,1856,117,112,2.155,74.4,2.155
1669992462,38,39,39,1946,1487,1522,2.167,74.46666667,2.167
1669992466,38,39,39,1755,1590,1618,2.182,74.53333333,2.182
1669992470,38,39,39,1915,801,859,2.201,74.6,2.201
1669992474,38,39,39,1779,170,191,2.226,74.66666667,2.226
1669992478,38,39,39,940,92,118,2.258,74.73333333,2.258
1669992482,38,39,39,1650,1511,1477,2.311,74.8,2.311
1669992486,38,39,39,1959,78,87,2.4,74.86666667,2.4
1669992490,38,39,39,1948,1751,1662,2.554,74.93333333,2.554
1669992494,38,39,39,1627,1080,1091,2.155,75,2.155
1669992498,38,39,39,979,0,0,1.932,75.06666667,1.932
1669992502,38,39,39,1030,0,2,1.877,75.13333333,1.877
1669992506,38,39,39,1887,592,600,1.847,75.2,1.847
1669992510,38,39,39,1610,855,863,1.827,75.26666667,1.827
1669992514,38,39,39,2011,25,23,1.812,75.33333333,1.812
1669992518,38,39,39,1946,1497,1505,1.8,75.4,1.8
1669992522,38,39,39,1950,1732,1755,1.79,75.46666667,1.79
1669992526,38,39,39,979,21,15,1.782,75.53333333,1.782
1669992530,38,39,39,979,41,63,1.773,75.6,1.773
1669992534,38,39,39,1943,1110,1149,1.768,75.66666667,1.768
1669992538,38,39,39,1926,950,963,1.761,75.73333333,1.761
1669992542,38,39,39,1726,1575,1598,1.755,75.8,1.755
1669992546,38,39,39,979,154,147,1.749,75.86666667,1.749
1669992550,38,39,39,1340,336,351,1.745,75.93333333,1.745
1669992554,38,39,39,1793,1657,1680,1.741,76,1.741
1669992558,38,39,39,1618,966,959,1.736,76.06666667,1.736
1669992562,39,39,39,1906,755,755,1.732,76.13333333,1.732
1669992566,38,39,39,1709,1596,1590,1.728,76.2,1.728
1669992570,38,39,39,1671,1541,1617,1.724,76.26666667,1.724
1669992574,39,39,39,979,41,33,1.719,76.33333333,1.719
1669992578,38,39,39,2063,46,41,1.717,76.4,1.717
1669992582,38,39,39,1903,761,719,1.712,76.46666667,1.712
1669992586,38,39,39,1830,515,540,1.71,76.53333333,1.71
1669992590,38,39,39,1912,1741,1843,1.707,76.6,1.707
1669992594,38,39,39,1654,1448,1465,1.702,76.66666667,1.702
1669992598,38,39,39,2063,490,501,1.7,76.73333333,1.7
1669992602,38,39,39,1911,669,801,1.695,76.8,1.695
1669992606,39,39,39,1639,1260,1287,1.692,76.86666667,1.692
1669992610,38,39,39,1391,377,381,1.69,76.93333333,1.69
1669992614,38,39,39,1572,452,453,1.687,77,1.687
1669992618,39,39,39,1950,1725,1746,1.684,77.06666667,1.684
1669992622,38,39,39,1950,1772,1800,1.681,77.13333333,1.681
1669992626,38,39,39,1430,181,230,1.678,77.2,1.678
1669992630,39,39,39,1596,557,569,1.675,77.26666667,1.675
1669992634,38,39,39,1888,599,601,1.673,77.33333333,1.673
1669992638,38,39,39,1893,640,646,1.67,77.4,1.67
1669992642,38,39,39,1784,1617,1730,1.667,77.46666667,1.667
1669992646,38,39,39,1004,193,194,1.664,77.53333333,1.664
1669992650,38,39,39,1133,255,226,1.661,77.6,1.661
1669992654,38,39,39,1185,237,246,1.658,77.66666667,1.658
1669992658,38,39,39,1948,1706,1753,1.656,77.73333333,1.656
1669992662,38,39,39,1805,149,152,1.653,77.8,1.653
1669992666,38,39,39,1908,87,93,1.65,77.86666667,1.65
1669992670,38,39,39,1938,1054,1062,1.647,77.93333333,1.647
1669992674,38,39,39,1942,1091,1112,1.643,78,1.643
1669992678,38,39,39,1613,897,929,1.64,78.06666667,1.64
1669992682,38,39,39,1572,448,464,1.637,78.13333333,1.637
1669992686,38,39,39,1417,396,389,1.634,78.2,1.634
1669992690,38,39,39,1950,1740,1773,1.63,78.26666667,1.63
1669992694,39,39,39,1950,1789,1810,1.626,78.33333333,1.626
1669992698,38,39,39,1030,35,64,1.623,78.4,1.623
1669992702,39,39,39,979,93,11,1.619,78.46666667,1.619
1669992706,38,39,39,1950,1774,1797,1.615,78.53333333,1.615
1669992710,38,39,39,1810,1685,1647,1.609,78.6,1.609
1669992714,39,39,39,1236,257,271,1.603,78.66666667,1.603
1669992718,38,39,39,1752,540,514,1.598,78.73333333,1.598
1669992722,38,39,39,1901,1739,1797,1.59,78.8,1.59
1669992726,38,39,39,1881,1747,1802,1.582,78.86666667,1.582
1669992730,38,39,39,1004,5,95,1.572,78.93333333,1.572
1669992734,38,39,39,1942,1093,1138,1.559,79,1.559
1669992738,39,39,39,1926,882,917,1.541,79.06666667,1.541
1669992742,38,39,39,1843,1725,1707,1.514,79.13333333,1.514
1669992746,38,39,39,1950,1690,1789,1.469,79.2,1.469
1669992750,38,39,39,1805,200,199,1.381,79.26666667,1.381
1669992754,38,39,39,1595,572,600,1.215,79.33333333,1.215
1669992758,38,39,39,2063,473,492,1.165,79.4,1.165
1669992762,38,39,39,1340,335,331,1.148,79.46666667,1.148
1669992766,38,39,39,1949,1755,1783,1.134,79.53333333,1.134
1669992770,38,39,39,1882,92,99,1.123,79.6,1.123
1669992774,39,39,39,1805,142,166,1.108,79.66666667,1.108
1669992778,38,39,39,1918,842,884,1.093,79.73333333,1.093
1669992782,38,39,39,1913,827,840,1.067,79.8,1.067
1669992786,39,39,39,1787,1644,1685,1.036,79.86666667,1.036
1669992790,38,0,39,1809,1668,1704,1.012,79.93333333,1.012
1669992794,38,39,39,953,164,166,0.987,80,0.987
1669992798,38,39,39,1391,353,376,1.71,80.06666667,1.71
1669992802,38,39,39,1949,1764,1789,1.873,80.13333333,1.873
1669992806,38,39,39,1004,12,18,1.89,80.2,1.89
1669992810,38,39,39,966,37,78,1.904,80.26666667,1.904
1669992814,38,39,39,1947,1731,1779,1.918,80.33333333,1.918
1669992818,38,39,39,1947,1768,1813,1.929,80.4,1.929
1669992822,38,39,39,1030,0,0,1.939,80.46666667,1.939
1669992826,38,39,39,1942,1037,1199,1.946,80.53333333,1.946
1669992830,38,39,39,1946,1493,1533,1.952,80.6,1.952
1669992834,38,39,39,1947,1733,1750,1.956,80.66666667,1.956
1669992838,38,39,39,979,27,37,1.96,80.73333333,1.96
1669992842,38,39,39,1946,1712,1752,1.963,80.8,1.963
1669992846,39,39,39,1004,16,1,1.965,80.86666667,1.965
1669992850,38,39,39,1108,236,249,1.968,80.93333333,1.968
1669992854,38,39,39,1899,726,734,1.969,81,1.969
1669992858,39,39,39,1637,1218,1236,1.97,81.06666667,1.97
1669992862,38,39,39,1288,337,349,1.972,81.13333333,1.972
1669992866,38,39,39,1120,253,262,1.972,81.2,1.972
1669992870,38,39,39,1946,1540,1565,1.973,81.26666667,1.973
1669992874,38,39,39,1943,1307,1329,1.975,81.33333333,1.975
1669992878,38,39,39,1596,589,598,1.976,81.4,1.976
1669992882,39,39,39,1856,92,98,1.977,81.46666667,1.977
1669992886,38,39,39,1945,1419,1497,1.979,81.53333333,1.979
1669992890,38,39,39,1853,1742,1772,1.98,81.6,1.98
1669992894,39,39,39,1886,585,610,1.982,81.66666667,1.982
1669992898,38,39,39,1618,954,926,1.982,81.73333333,1.982
1669992902,38,39,39,1546,367,376,1.983,81.8,1.983
1669992906,38,39,39,1546,356,372,1.985,81.86666667,1.985
1669992910,38,39,39,1791,524,543,1.986,81.93333333,1.986
1669992914,38,39,39,1946,1578,1599,1.987,82,1.987
1669992918,38,39,39,1920,929,902,1.989,82.06666667,1.989
1669992922,38,39,39,1946,1649,1636,1.99,82.13333333,1.99
1669992926,38,39,39,1920,917,946,1.992,82.2,1.992
1669992930,39,39,39,1947,1711,1780,1.993,82.26666667,1.993
1669992934,38,39,39,1629,1109,1123,1.994,82.33333333,1.994
1669992938,38,39,39,1918,1735,1748,1.996,82.4,1.996
1669992942,39,39,39,1856,118,121,1.997,82.46666667,1.997
1669992946,38,39,39,1443,257,278,1.999,82.53333333,1.999
1669992950,38,39,39,1938,1100,1109,2,82.6,2
1669992954,39,39,39,1946,1584,1605,2.003,82.66666667,2.003
1669992958,38,39,39,979,42,39,2.004,82.73333333,2.004
1669992962,38,39,39,1133,253,261,2.006,82.8,2.006
1669992966,39,39,39,1949,1736,1792,2.007,82.86666667,2.007
1669992970,38,39,39,979,58,55,2.01,82.93333333,2.01
1669992974,38,39,39,1236,297,319,2.011,83,2.011
1669992978,38,39,39,1642,1336,1358,2.014,83.06666667,2.014
1669992982,38,39,39,1959,53,124,2.017,83.13333333,2.017
1669992986,38,39,39,1950,1764,1805,2.019,83.2,2.019
1669992990,38,39,39,1603,744,756,2.021,83.26666667,2.021
1669992994,38,39,39,1942,1195,1213,2.023,83.33333333,2.023
1669992998,38,39,39,1948,1764,1791,2.026,83.4,2.026
1669993002,38,39,39,1030,0,0,2.028,83.46666667,2.028
1669993006,38,39,39,1945,1290,1324,2.03,83.53333333,2.03
1669993010,38,39,39,1944,1420,1427,2.033,83.6,2.033
1669993014,38,39,39,1588,415,443,2.036,83.66666667,2.036
1669993018,38,39,39,1494,340,338,2.038,83.73333333,2.038
1669993022,38,39,39,1928,942,971,2.041,83.8,2.041
1669993026,39,39,39,1938,1083,1078,2.044,83.86666667,2.044
1669993030,38,39,39,1615,960,940,2.048,83.93333333,2.048
1669993034,39,39,39,1620,1017,1050,2.051,84,2.051
1669993038,38,39,39,1030,215,198,2.054,84.06666667,2.054
1669993042,38,39,39,966,88,93,2.058,84.13333333,2.058
1669993046,39,39,39,1941,1166,1183,2.061,84.2,2.061
1669993050,38,39,39,1614,884,914,2.064,84.26666667,2.064
1669993054,38,39,39,1615,912,927,2.068,84.33333333,2.068
1669993058,38,39,39,1879,556,569,2.072,84.4,2.072
1669993062,39,39,39,1908,748,766,2.077,84.46666667,2.077
1669993066,38,39,39,1630,1143,1138,2.082,84.53333333,2.082
1669993070,39,39,39,1591,405,401,2.087,84.6,2.087
1669993074,39,39,39,1939,1092,1104,2.092,84.66666667,2.092
1669993078,38,39,39,1591,508,461,2.097,84.73333333,2.097
1669993082,38,39,39,1882,71,79,2.104,84.8,2.104
1669993086,39,39,39,1942,1060,1091,2.109,84.86666667,2.109
1669993090,39,39,39,1942,1212,1244,2.116,84.93333333,2.116
1669993094,39,39,39,1589,460,449,2.123,85,2.123
1669993098,39,39,39,1494,326,344,2.132,85.06666667,2.132
1669993102,39,39,39,1912,793,826,2.142,85.13333333,2.142
1669993106,39,39,39,1900,715,720,2.152,85.2,2.152
1669993110,39,39,39,1948,1745,1767,2.165,85.26666667,2.165
1669993114,39,39,39,1930,967,1004,2.18,85.33333333,2.18
1669993118,39,39,39,1946,1527,1585,2.199,85.4,2.199
1669993122,39,39,39,1909,746,762,2.223,85.46666667,2.223
1669993126,39,39,39,1946,1551,1585,2.257,85.53333333,2.257
1669993130,39,39,39,1631,1171,1188,2.312,85.6,2.312
1669993134,39,39,39,1670,1538,1552,2.42,85.66666667,2.42
1669993138,39,39,39,1082,247,253,2.625,85.73333333,2.625
1669993142,39,39,39,1913,1880,1907,2.162,85.8,2.162
1669993146,39,39,39,1921,875,882,1.929,85.86666667,1.929
1669993150,39,39,39,1133,253,280,1.874,85.93333333,1.874
1669993154,39,39,39,1236,299,288,1.844,86,1.844
1669993158,39,39,39,1949,1758,1784,1.823,86.06666667,1.823
1669993162,39,39,39,1948,1614,1646,1.809,86.13333333,1.809
1669993166,39,39,39,1417,208,202,1.796,86.2,1.796
1669993170,39,39,39,1918,846,877,1.786,86.26666667,1.786
1669993174,39,39,39,1923,938,926,1.776,86.33333333,1.776
1669993178,39,39,39,1626,1195,1216,1.769,86.4,1.769
1669993182,39,39,39,1602,734,766,1.762,86.46666667,1.762
1669993186,39,39,39,1907,782,785,1.755,86.53333333,1.755
1669993190,39,39,39,1921,1000,1021,1.749,86.6,1.749
1669993194,39,39,39,1645,1387,1430,1.744,86.66666667,1.744
1669993198,39,39,39,1631,1145,1171,1.738,86.73333333,1.738
1669993202,39,39,39,1804,648,678,1.734,86.8,1.734
1669993206,39,39,39,1743,1642,1666,1.728,86.86666667,1.728
1669993210,38,39,39,1631,1175,1214,1.724,86.93333333,1.724
1669993214,38,39,39,1887,715,714,1.719,87,1.719
1669993218,38,39,39,1923,939,942,1.715,87.06666667,1.715
1669993222,38,39,39,1943,1214,1229,1.711,87.13333333,1.711
1669993226,38,39,39,1443,331,347,1.707,87.2,1.707
1669993230,39,39,39,1935,1013,1053,1.704,87.26666667,1.704
1669993234,39,39,39,1940,1077,1098,1.7,87.33333333,1.7
1669993238,38,39,39,1655,1636,1647,1.695,87.4,1.695
1669993242,38,39,39,1950,1788,1812,1.691,87.46666667,1.691
1669993246,39,39,39,1616,913,929,1.688,87.53333333,1.688
1669993250,38,39,39,1868,1868,1884,1.684,87.6,1.684
1669993254,39,39,39,1856,134,128,1.681,87.66666667,1.681
1669993262,38,39,39,1903,870,884,1.673,87.8,1.673
1669993266,39,39,39,1652,1420,1535,1.668,87.86666667,1.668
1669993270,39,39,39,1600,714,743,1.666,87.93333333,1.666
1669993274,39,39,39,1943,1351,1338,1.661,88,1.661
1669993278,39,39,39,1950,1805,1805,1.657,88.06666667,1.657
1669993282,39,39,39,1520,431,448,1.653,88.13333333,1.653
1669993286,39,39,39,1945,1345,1369,1.647,88.2,1.647
1669993290,38,39,39,1017,0,34,1.643,88.26666667,1.643
1669993294,39,39,39,966,143,155,1.637,88.33333333,1.637
1669993298,39,39,39,1950,1912,1976,1.632,88.4,1.632
1669993302,38,39,39,1172,293,298,1.624,88.46666667,1.624
1669993306,38,39,39,1920,894,909,1.617,88.53333333,1.617
1669993310,38,39,39,1587,474,518,1.61,88.6,1.61
1669993314,38,39,39,1017,31,49,1.599,88.66666667,1.599
1669993318,39,39,39,1946,1294,1322,1.588,88.73333333,1.588
1669993322,38,40,39,1942,1225,1286,1.573,88.8,1.573
1669993326,38,39,39,1706,1569,1594,1.555,88.86666667,1.555
1669993330,38,39,39,1108,162,73,1.527,88.93333333,1.527
1669993334,38,39,39,1597,697,680,1.486,89,1.486
1669993338,38,39,39,1211,289,300,1.403,89.06666667,1.403
1669993342,38,39,39,1004,189,195,1.223,89.13333333,1.223
1669993346,38,39,39,1948,1729,1755,1.161,89.2,1.161
1669993350,38,39,39,1944,1313,1321,1.134,89.26666667,1.134
1669993354,38,39,39,1627,1096,1123,1.104,89.33333333,1.104
1669993358,38,39,39,953,225,229,1.069,89.4,1.069
1669993362,38,39,39,979,81,62,1.035,89.46666667,1.035
1669993366,38,39,39,1946,1465,1486,1.005,89.53333333,1.005
1669993370,38,39,39,1946,1473,1475,0.978,89.6,0.978
